matchId,attendance,venueName,startTime,score,htScore,ftScore,referee_name,home_team_id,home_team_name,away_team_id,away_team_name
,57000,Volksparkstadion,2025-09-20T14:30:00,2 : 1,1 : 0,2 : 1,Florian Exner,38,Hamburg,4852,FC Heidenheim
